label,qname,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
0,mail.2livebeyond.com.,1,0,1,0,21,3.6897037321995474,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,web.agilixbuzz.com.,1,0,1,0,19,3.681880802803404,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.spst.cz.,1,0,1,0,13,3.180832987205441,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.chadkafka.com.,1,0,1,0,18,3.155221528859512,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.tripleventures.com.,1,0,1,0,23,3.7294461949052566,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.chrisrackauckas.com.,1,0,1,0,25,3.4136606896881863,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.joanneskelly.com.,1,0,1,0,21,3.558518613048906,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.paigetaylorevans.com.ghs.googlehosted.com.,1,0,1,0,46,3.973905162249528,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,actu.abondance.com.ghs.googlehosted.com.,1,0,1,0,40,3.689822782008757,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.guidetolifeforwomen.com.,1,0,1,0,28,3.6820058147602137,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.wildcatfeeds.com.,1,0,1,0,22,3.6069367321753214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.beds4kids.org.,1,0,1,0,19,3.681880802803404,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.lionofjudahag.org.ghs.googlehosted.com.,1,0,1,0,43,3.8848537096441,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,my.attrium.org.,1,0,1,0,15,3.1898980954642875,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.stormblade.biz.,1,0,1,0,19,3.6421498816369056,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,jsonip.com.,1,0,1,0,11,3.0957952550009344,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.openintro.com.,1,0,1,0,18,3.2663326399706234,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,tsd-1254.cape.com.,1,0,1,0,18,3.794653473544342,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,ds.abegs.org.,1,0,1,0,13,3.026986833359288,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,69-7-2-14.rev.cape.com.,1,0,1,0,23,3.795088586397733,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,web.soft32.es.,1,0,1,0,14,3.182005814760214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.novakfinerhomes.com.,1,0,1,0,24,3.7406015629507214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,tealiumiq.com.,1,0,1,0,14,3.3787834934861767,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.cornerstoneondemand.com.,1,0,1,0,28,3.44075983254009,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.stillhope.com.,1,0,1,0,19,3.4316235658474312,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,schoolst-ws2.cape.com.,1,0,1,0,22,3.594906618243938,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.jonathantidwell.com.,1,0,1,0,25,3.673269689515109,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.mydomain.net.in.,1,0,1,0,20,3.246439344671016,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.allstarimpressions.biz.,1,0,1,0,27,3.708048150071232,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.totsnyc.com.ghs.googlehosted.com.,1,0,1,0,37,3.5663726218594576,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,shopyourway.com.,1,0,1,0,16,3.452819531114783,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.mizbala.com.,1,0,1,0,16,3.1556390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,internetmarketingscientist.leadpages.net.,1,0,1,0,41,3.5761968231630266,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.unresto.net.,1,0,1,0,16,3.0306390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
